Classifier 271: 100100100100000100100100 = 6 fitness,0]: 0.27829000000000004 prediction,0]: 276.5343180727898 error,0]: 184.35621204852654 fitness,1]: 0.27829000000000004 prediction,1]: 58.78588161165417 error,1]: 39.19058774110278 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ", 7. 10.]
Classifier 465: 100100100#00100100000100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 466: 1001001#0100100100000100 = 2 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",8. 9.]
Classifier 467: 10#100100100100100000100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 468: 100100#00100100100000100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 469: 100100100100100100000100 = 2 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 470: 10010010#10010010000010# = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 471: 100100100100100100000100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 472: 100100100100100100000100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",8. 9.]
Classifier 473: 010010001100001100#00001 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 474: 0100100011000011#0100001 = 5 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 475: 010010001100001100#00001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 476: 010010001100001#0#100001 = 2 fitness,0]: 0.27829000000000004 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.27829000000000004 prediction,1]: 200.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 477: 01001000110000110010000# = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 478: 01001000110#001100#00001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 479: 010010001100001100100001 = 3 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 480: 010010001100001100100001 = 5 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 481: 01#0#00011000011#0100001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 482: 01001000110000#100100001 = 2 fitness,0]: 0.27829000000000004 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.27829000000000004 prediction,1]: 200.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 483: 010010001100001100100001 = 1 fitness,0]: 0.27829000000000004 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.27829000000000004 prediction,1]: 200.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 484: 0100100011000011#0#00001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 485: 0#00100011000011001#0001 = 3 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 486: 01001000110000#100100001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 487: 010010001100001100100001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 488: 01001000#100001100100001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 489: 01001000##000011#0100001 = 3 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 490: 010010001100001100100001 = 1 fitness,0]: 0.27829000000000004 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.27829000000000004 prediction,1]: 200.0 error,1]: 0.0 Experience: 3 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 491: 010010001100001100100001 = 5 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 492: 010010001#000011001000#1 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 556: 0100#0001100001100000001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 557: 01001000110000110#000001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 558: 0100100011#0001100000001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 559: 01001000110000110#000001 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 4.]
Classifier 560: 01001000#100001100000001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 561: 010010001100001#00000001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 562: 01#010001100001100000001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 563: 010010001100001100000#01 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 564: 010010001100001100000001 = 1 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 565: 010010001100001100000001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 4.]
Classifier 566: 010010001100001100000001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 567: 0100100011000011#000#001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 568: 010010001100001100000001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 569: 010010001100#01100000001 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 570: 0100100011#0001100000#01 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 571: 0100100011000011000000#1 = 1 fitness,0]: 0.109 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 200.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 572: 01001000110#001100000001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 4.]
Classifier 535: 100100001100001100100001 = 3 fitness,0]: 0.6548083443010001 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.6548083443010001 prediction,1]: 200.0 error,1]: 0.0 Experience: 10 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 536: 10#10000110000#100100001 = 6 fitness,0]: 0.1981 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 200.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 537: 10010#0011#0001100100001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 538: 100100001100001100100001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 539: 100#00#01100001100100001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 540: 1001000011000011001000#1 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 541: 1#0100001100001100100001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",9. 8.]
Classifier 542: 10010000110#001100100001 = 3 fitness,0]: 0.6548083443010001 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.6548083443010001 prediction,1]: 200.0 error,1]: 0.0 Experience: 10 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 543: 10010#001100001100100001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 544: 10#100001100001100100#01 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 545: 10010000110000110010000# = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 546: 1001000#11#0001100100001 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 547: 1001000#11#0001100100001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 548: 100100001100001100100001 = 6 fitness,0]: 0.1981 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 200.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"0.5, 0.5] position: ",9. 8.]
Classifier 549: 1001#000110#001100100001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 550: 100100001100001100100#01 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 551: 100100001100001#00100001 = 6 fitness,0]: 0.1981 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.1981 prediction,1]: 200.0 error,1]: 0.0 Experience: 2 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 552: 100100#011000#1100100001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 553: 1001000#1100#01100100001 = 3 fitness,0]: 0.6548083443010001 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.6548083443010001 prediction,1]: 200.0 error,1]: 0.0 Experience: 10 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 554: 100#0000110000110#1#0##1 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
Classifier 555: 100100001100001100#00001 = 1 fitness,0]: 0.350461 prediction,0]: 1000.0 error,0]: 0.0 fitness,1]: 0.350461 prediction,1]: 200.0 error,1]: 0.0 Experience: 4 numerisity: 1 weight: ,"0, 1] position: ",9. 8.]
